r1bqk2r/pp1pppbp/2n2np1/2p5/2P5/1P3NP1/PB1PPPBP/RN1QK2R b KQkq - 2 6 | e8g8
r1bq1rk1/pp1pppbp/2n2np1/2p5/2P5/1P3NP1/PB1PPPBP/RN1QK2R w KQ - 3 7 | e1g1
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP1BPPPP/R2QKBNR b KQkq - 3 4 | e8g8 d7d5
rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N5/PP1BPPPP/R2QKBNR w KQ - 4 5 | g1f3
rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N2N2/PP1BPPPP/R2QKB1R b KQ - 5 5 | b7b6 d7d5
rnbq1rk1/p1pp1ppp/1p2pn2/8/1bPP4/2N2N2/PP1BPPPP/R2QKB1R w KQ - 0 6 | e2e3
rnbq1rk1/p1pp1ppp/1p2pn2/8/1bPP4/2N1PN2/PP1B1PPP/R2QKB1R b KQ - 0 6 | c8b7 d7d5
rn1q1rk1/pbpp1ppp/1p2pn2/8/1bPP4/2N1PN2/PP1B1PPP/R2QKB1R w KQ - 1 7 | f1d3
r1bqkbnr/pp1p1ppp/2n1p3/2p5/4P3/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 3 4 | g8f6
r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/2N2N2/PPPPBPPP/R1BQK2R w KQkq - 4 5 | e1g1
r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/2N2N2/PPPPBPPP/R1BQ1RK1 b kq - 5 5 | d7d5
r1bqkb1r/pp3ppp/2n1pn2/2pp4/4P3/2N2N2/PPPPBPPP/R1BQ1RK1 w kq - 0 6 | e4d5
r1bqkb1r/pp3ppp/2n1pn2/2pP4/8/2N2N2/PPPPBPPP/R1BQ1RK1 b kq - 0 6 | e6d5
r1bqkb1r/pp3ppp/2n2n2/2pp4/8/2N2N2/PPPPBPPP/R1BQ1RK1 w kq - 0 7 | d2d4
rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/1QN2N2/PP2PPPP/R1B1KB1R b KQkq - 5 5 | c7c5
rnbqk2r/pp3ppp/4pn2/2pp4/1bPP4/1QN2N2/PP2PPPP/R1B1KB1R w KQkq - 0 6 | d4c5 c4d5
rnbqk2r/pp3ppp/4pn2/2Pp4/1bP5/1QN2N2/PP2PPPP/R1B1KB1R b KQkq - 0 6 | d8a5 b8c6
rnb1k2r/pp3ppp/4pn2/q1Pp4/1bP5/1QN2N2/PP2PPPP/R1B1KB1R w KQkq - 1 7 | a2a3
rnbq1rk1/ppppppbp/5np1/8/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b - - 0 5 | d7d6 c7c6
rnbq1rk1/ppp1ppbp/3p1np1/8/2P5/5NP1/PP1PPPBP/RNBQ1RK1 w - - 0 6 | d2d4 b1c3
r1bq1rk1/pppnppbp/3p1np1/8/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 1 7 | b1c3
rnbqkbnr/pp1ppppp/8/2p5/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 2 | b8c6
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 1 3 | g2g3
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/3P2P1/PPP2P1P/RNBQKBNR b KQkq - 0 3 | g7g6
r1bqkbnr/pp1ppp1p/2n3p1/2p5/4P3/3P2P1/PPP2P1P/RNBQKBNR w KQkq - 0 4 | f1g2
r1bqkbnr/pp1ppp1p/2n3p1/2p5/4P3/3P2P1/PPP2PBP/RNBQK1NR b KQkq - 1 4 | f8g7
r1bqk1nr/pp1pppbp/2n3p1/2p5/4P3/3P2P1/PPP2PBP/RNBQK1NR w KQkq - 2 5 | f2f4
r1bqk1nr/pp1pppbp/2n3p1/2p5/4PP2/3P2P1/PPP3BP/RNBQK1NR b KQkq - 0 5 | d7d6
r1bqk1nr/pp2ppbp/2np2p1/2p5/4PP2/3P2P1/PPP3BP/RNBQK1NR w KQkq - 0 6 | g1f3
r1bqk1nr/pp2ppbp/2np2p1/2p5/4PP2/3P1NP1/PPP3BP/RNBQK2R b KQkq - 1 6 | e7e5 e7e6
r1bqk1nr/pp3pbp/2np2p1/2p1p3/4PP2/3P1NP1/PPP3BP/RNBQK2R w KQkq - 0 7 | e1g1
rnbqkbnr/ppp1pppp/8/8/1PPp4/5N2/P2PPPPP/RNBQKB1R b KQkq - 0 3 | g7g5 f7f6 c8g4 c7c5
rnbqkbnr/ppp1pp1p/8/6p1/1PPp4/5N2/P2PPPPP/RNBQKB1R w KQkq - 0 4 | c1b2
rnbqkbnr/ppp1pp1p/8/6p1/1PPp4/5N2/PB1PPPPP/RN1QKB1R b KQkq - 1 4 | f8g7
rnbqk1nr/ppp1ppbp/8/6p1/1PPp4/5N2/PB1PPPPP/RN1QKB1R w KQkq - 2 5 | g2g3
rnbqk1nr/ppp1ppbp/8/6p1/1PPp4/5NP1/PB1PPP1P/RN1QKB1R b KQkq - 0 5 | e7e5
rnbqk1nr/ppp2pbp/8/4p1p1/1PPp4/5NP1/PB1PPP1P/RN1QKB1R w KQkq - 0 6 | d2d3
rnbqk1nr/ppp2pbp/8/4p1p1/1PPp4/3P1NP1/PB2PP1P/RN1QKB1R b KQkq - 0 6 | g5g4
rnbqk1nr/ppp2pbp/8/4p3/1PPp2p1/3P1NP1/PB2PP1P/RN1QKB1R w KQkq - 0 7 | f3d2
r2qkbnr/1p1bpppp/p1np4/1Bp5/4P3/5N2/PPPP1PPP/RNBQR1K1 w kq - 0 6 | b5c6
r2qkbnr/1p1bpppp/p1Bp4/2p5/4P3/5N2/PPPP1PPP/RNBQR1K1 b kq - 0 6 | d7c6
r2qkbnr/1p2pppp/p1bp4/2p5/4P3/5N2/PPPP1PPP/RNBQR1K1 w kq - 0 7 | d2d4
rnbqkbnr/4pppp/p2p4/1pp5/4P3/2N3P1/PPPPNP1P/R1BQKB1R w KQkq - 0 5 | f1g2 d2d4
rnbqkbnr/4pppp/p2p4/1pp5/4P3/2N3P1/PPPPNPBP/R1BQK2R b KQkq - 1 5 | c8b7
rn1qkbnr/1b2pppp/p2p4/1pp5/4P3/2N3P1/PPPPNPBP/R1BQK2R w KQkq - 2 6 | d2d4
rn1qkbnr/1b2pppp/p2p4/1pp5/3PP3/2N3P1/PPP1NPBP/R1BQK2R b KQkq - 0 6 | c5d4
rn1qkbnr/1b2pppp/p2p4/1p6/3pP3/2N3P1/PPP1NPBP/R1BQK2R w KQkq - 0 7 | e2d4
rnbqkb1r/pp1p1ppp/5n2/2pp4/2P5/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 5 | c4d5
rnbqkb1r/pp1p1ppp/5n2/2pP4/8/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 5 | g7g6
rnbqkb1r/pp1p1p1p/5np1/2pP4/8/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 6 | b1c3
rnbqkb1r/pp1p1p1p/5np1/2pP4/8/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 6 | f8g7
rnbqk2r/pp1p1pbp/5np1/2pP4/8/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 7 | c1f4 e2e4
r1bqk2r/pppp1ppp/2n2n2/3N4/1bP1p3/5NP1/PP1PPP1P/R1BQKB1R w KQkq - 0 6 | f3h4
r1bqk2r/pppp1ppp/2n2n2/3N4/1bP1p2N/6P1/PP1PPP1P/R1BQKB1R b KQkq - 1 6 | b4c5 e8g8
r1bqk2r/pppp1ppp/2n2n2/2bN4/2P1p2N/6P1/PP1PPP1P/R1BQKB1R w KQkq - 2 7 | f1g2
rnbqkbnr/pppppp1p/6p1/8/3P4/6P1/PPP1PP1P/RNBQKBNR b KQkq - 0 2 | f8g7
rnbqk1nr/ppppppbp/6p1/8/3P4/6P1/PPP1PP1P/RNBQKBNR w KQkq - 1 3 | f1g2
rnbqk1nr/ppppppbp/6p1/8/3P4/6P1/PPP1PPBP/RNBQK1NR b KQkq - 2 3 | d7d6
rnbqk1nr/ppp1ppbp/3p2p1/8/3P4/6P1/PPP1PPBP/RNBQK1NR w KQkq - 0 4 | e2e4
rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/6P1/PPP2PBP/RNBQK1NR b KQkq - 0 4 | g8f6 b8c6
rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/6P1/PPP2PBP/RNBQK1NR w KQkq - 1 5 | g1e2
rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/6P1/PPP1NPBP/RNBQK2R b KQkq - 2 5 | e8g8
rnbq1rk1/ppp1ppbp/3p1np1/8/3PP3/6P1/PPP1NPBP/RNBQK2R w KQ - 3 6 | h2h3
rnbq1rk1/ppp1ppbp/3p1np1/8/3PP3/6PP/PPP1NPB1/RNBQK2R b KQ - 0 6 | b8d7
r1bq1rk1/pppnppbp/3p1np1/8/3PP3/6PP/PPP1NPB1/RNBQK2R w KQ - 1 7 | e1g1
rn1qkb1r/pp2pppp/2p2n2/3p1b2/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 1 5 | b1c3
rn1qkb1r/pp2pppp/2p2n2/3p1b2/2PP4/2N2NP1/PP2PP1P/R1BQKB1R b KQkq - 2 5 | e7e6
rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2PP4/2N2NP1/PP2PP1P/R1BQKB1R w KQkq - 0 6 | f3h4
rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2PP3N/2N3P1/PP2PP1P/R1BQKB1R b KQkq - 1 6 | d5c4 f5e4
rn1qkb1r/pp3ppp/2p1pn2/5b2/2pP3N/2N3P1/PP2PP1P/R1BQKB1R w KQkq - 0 7 | h4f5
rnbqkb1r/ppp1pppp/5n2/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq - 2 3 | d2d3
rnbqkb1r/ppp1pppp/5n2/3p4/8/3P2P1/PPP1PPBP/RNBQK1NR b KQkq - 0 3 | e7e5 c7c5 g7g6
rnbqkb1r/ppp2ppp/5n2/3pp3/8/3P2P1/PPP1PPBP/RNBQK1NR w KQkq - 0 4 | g1f3
rnbqkb1r/ppp2ppp/5n2/3pp3/8/3P1NP1/PPP1PPBP/RNBQK2R b KQkq - 1 4 | f8d6
rnbqk2r/ppp2ppp/3b1n2/3pp3/8/3P1NP1/PPP1PPBP/RNBQK2R w KQkq - 2 5 | e1g1 b1c3
rnbqk2r/ppp2ppp/3b1n2/3pp3/8/3P1NP1/PPP1PPBP/RNBQ1RK1 b kq - 3 5 | e8g8
rnbq1rk1/ppp2ppp/3b1n2/3pp3/8/3P1NP1/PPP1PPBP/RNBQ1RK1 w - - 4 6 | b1c3
rnbq1rk1/ppp2ppp/3b1n2/3pp3/8/2NP1NP1/PPP1PPBP/R1BQ1RK1 b - - 5 6 | c7c6
rnbq1rk1/pp3ppp/2pb1n2/3pp3/8/2NP1NP1/PPP1PPBP/R1BQ1RK1 w - - 0 7 | e2e4
rnbq1rk1/ppp1ppbp/5np1/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R w KQ - 0 6 | c4d5 e1g1
rnbq1rk1/ppp1ppbp/5np1/3P4/3P4/5NP1/PP2PPBP/RNBQK2R b KQ - 0 6 | f6d5
rnbq1rk1/ppp1ppbp/6p1/3n4/3P4/5NP1/PP2PPBP/RNBQK2R w KQ - 0 7 | e1g1
r1bqkb1r/pppp1pp1/2n2n1p/4p3/2B1P3/2PP1N2/PP3PPP/RNBQK2R b KQkq - 0 5 | d7d6
r1bqkb1r/ppp2pp1/2np1n1p/4p3/2B1P3/2PP1N2/PP3PPP/RNBQK2R w KQkq - 0 6 | a2a4 b1d2
r1bqkb1r/ppp2pp1/2np1n1p/4p3/P1B1P3/2PP1N2/1P3PPP/RNBQK2R b KQkq - 0 6 | g7g6
r1bqkb1r/ppp2p2/2np1npp/4p3/P1B1P3/2PP1N2/1P3PPP/RNBQK2R w KQkq - 0 7 | a4a5
rnbqk2r/ppppppbp/5np1/8/2PP4/2N3P1/PP2PP1P/R1BQKBNR b KQkq - 0 4 | e8g8 c7c5 d7d5
rnbq1rk1/ppppppbp/5np1/8/2PP4/2N3P1/PP2PP1P/R1BQKBNR w KQ - 1 5 | f1g2
rnbq1rk1/ppppppbp/5np1/8/2PP4/2N3P1/PP2PPBP/R1BQK1NR b KQ - 2 5 | d7d6 b8c6
rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N3P1/PP3PBP/R1BQK1NR b KQ - 0 6 | e7e5 c7c5
rnbq1rk1/ppp2pbp/3p1np1/4p3/2PPP3/2N3P1/PP3PBP/R1BQK1NR w KQ - 0 7 | g1e2
rn1qkb1r/pp1bpppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 1 6 | c1g5
rn1qkb1r/pp1bpppp/3p1n2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R b KQkq - 2 6 | e7e6
rn1qkb1r/pp1b1ppp/3ppn2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq - 0 7 | d1d2
rn1qk2r/pbppbppp/1p2pn2/8/2P5/3P1NP1/PP2PPBP/RNBQ1RK1 b kq - 0 6 | e8g8
rn1q1rk1/pbppbppp/1p2pn2/8/2P5/3P1NP1/PP2PPBP/RNBQ1RK1 w - - 1 7 | e2e4
r1bqkbnr/pp2pp1p/2p3p1/2p5/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 1 5 | f8g7
r1bqk1nr/pp2ppbp/2p3p1/2p5/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 6 | f1e1
r1bqk1nr/pp2ppbp/2p3p1/2p5/4P3/5N2/PPPP1PPP/RNBQR1K1 b kq - 3 6 | e7e5
r1bqk1nr/pp3pbp/2p3p1/2p1p3/4P3/5N2/PPPP1PPP/RNBQR1K1 w kq - 0 7 | d2d3 a2a3
rnbqkbnr/pp2pppp/8/3p4/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 1 4 | b8c6 g8f6
r1bqkbnr/pp2pppp/2n5/3p4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 5 | c2c3 f1b5
r1bqkbnr/pp2pppp/2n5/3p4/3P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 5 | g8f6
r1bqkb1r/pp2pppp/2n2n2/3p4/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 1 6 | c1f4
r1bqkb1r/pp2pppp/2n2n2/3p4/3P1B2/2P2N2/PP3PPP/RN1QKB1R b KQkq - 2 6 | c8g4
r2qkb1r/pp2pppp/2n2n2/3p4/3P1Bb1/2P2N2/PP3PPP/RN1QKB1R w KQkq - 3 7 | d1b3
rnbqkb1r/pp2pp1p/5np1/3p4/2PP4/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6 | d1b3 c4d5
rnbqkb1r/pp2pp1p/5np1/3p4/2PP4/1QN5/PP3PPP/R1B1KBNR b KQkq - 1 6 | f8g7 e7e6
rnbqk2r/pp2ppbp/5np1/3p4/2PP4/1QN5/PP3PPP/R1B1KBNR w KQkq - 2 7 | c4d5
rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPPN1PPP/R1BQKBNR w KQkq - 1 5 | c2c3
rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/2P5/PP1N1PPP/R1BQKBNR b KQkq - 0 5 | c7c5
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2P5/PP1N1PPP/R1BQKBNR w KQkq - 0 6 | f1d3
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2PB4/PP1N1PPP/R1BQK1NR b KQkq - 1 6 | b8c6
r1bqkbnr/pp3ppp/2n1p3/2ppP3/3P4/2PB4/PP1N1PPP/R1BQK1NR w KQkq - 2 7 | g1e2
rnbqk1nr/ppppppbp/6p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3 | d7d6
rnbqk1nr/ppp1ppbp/3p2p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4 | e2e4
rnbqk1nr/ppp1ppbp/3p2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 4 | c7c5 g8f6 e7e5
rnbqk1nr/pp2ppbp/3p2p1/2p5/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 5 | d4d5
rnbqk1nr/pp2ppbp/3p2p1/2pP4/2P1P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5 | e7e6
rnbqk1nr/pp3pbp/3pp1p1/2pP4/2P1P3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6 | f1d3
rnbqk1nr/pp3pbp/3pp1p1/2pP4/2P1P3/2NB4/PP3PPP/R1BQK1NR b KQkq - 1 6 | g8e7 e6d5
rnbqk2r/pp2npbp/3pp1p1/2pP4/2P1P3/2NB4/PP3PPP/R1BQK1NR w KQkq - 2 7 | g1e2
rnbqk1nr/pp1pppbp/6p1/2p5/2P5/6P1/PP1PPPBP/RNBQK1NR w KQkq - 0 4 | b1c3
rnbqk1nr/pp2ppbp/3p2p1/2p5/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 0 5 | a2a3
rnbqk1nr/pp2ppbp/3p2p1/2p5/2P5/P1N3P1/1P1PPPBP/R1BQK1NR b KQkq - 0 5 | b8c6
r1bqk1nr/pp2ppbp/2np2p1/2p5/2P5/P1N3P1/1P1PPPBP/R1BQK1NR w KQkq - 1 6 | a1b1
r1bqk1nr/pp2ppbp/2np2p1/2p5/2P5/P1N3P1/1P1PPPBP/1RBQK1NR b Kkq - 2 6 | e7e6
r1bqk1nr/pp3pbp/2npp1p1/2p5/2P5/P1N3P1/1P1PPPBP/1RBQK1NR w Kkq - 0 7 | b2b4
rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/5NP1/PP1NPP1P/R1BQKB1R b KQkq - 2 5 | e8g8
rnbq1rk1/ppp2ppp/4pn2/3p4/1bPP4/5NP1/PP1NPP1P/R1BQKB1R w KQ - 3 6 | f1g2
rnbq1rk1/ppp2ppp/4pn2/3p4/1bPP4/5NP1/PP1NPPBP/R1BQK2R b KQ - 4 6 | b7b6 d5c4
rnbq1rk1/p1p2ppp/1p2pn2/3p4/1bPP4/5NP1/PP1NPPBP/R1BQK2R w KQ - 0 7 | e1g1
rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/6P1/PP1PPPBP/RNBQK1NR w KQkq - 2 4 | g1f3 d2d4
rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R b KQkq - 3 4 | d5d4 d5c4 f8e7
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/5NP1/PP1PPPBP/RNBQK2R w KQkq - 0 5 | e1g1 e2e3
rnbqkb1r/ppp2ppp/4pn2/8/2Pp4/5NP1/PP1PPPBP/RNBQ1RK1 b kq - 1 5 | c7c5
rnbqkb1r/pp3ppp/4pn2/2p5/2Pp4/5NP1/PP1PPPBP/RNBQ1RK1 w kq - 0 6 | d2d3 e2e3
rnbqkb1r/pp3ppp/4pn2/2p5/2Pp4/3P1NP1/PP2PPBP/RNBQ1RK1 b kq - 0 6 | b8c6
r1bqkb1r/pp3ppp/2n1pn2/2p5/2Pp4/3P1NP1/PP2PPBP/RNBQ1RK1 w kq - 1 7 | e2e3
rnbqk2r/ppppppbp/5np1/8/2PP4/5P2/PP2P1PP/RNBQKBNR w KQkq - 1 4 | e2e4
rnbqk2r/ppppppbp/5np1/8/2PPP3/5P2/PP4PP/RNBQKBNR b KQkq - 0 4 | d7d6 e8g8
rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/5P2/PP4PP/RNBQKBNR w KQkq - 0 5 | c1e3 b1c3 g1e2
rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/4BP2/PP4PP/RN1QKBNR b KQkq - 1 5 | e8g8
rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/4BP2/PP4PP/RN1QKBNR w KQ - 2 6 | d1d2 g1e2
rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/4BP2/PP1Q2PP/RN2KBNR b KQ - 3 6 | c7c5
rnbq1rk1/pp2ppbp/3p1np1/2p5/2PPP3/4BP2/PP1Q2PP/RN2KBNR w KQ - 0 7 | g1e2
rnbqkbnr/ppp1pp1p/6p1/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R b KQkq - 0 3 | d5c4
rnbqkbnr/ppp1pp1p/6p1/8/2p5/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 0 4 | b1a3 d1a4
rnbqkbnr/ppp1pp1p/6p1/8/2p5/N4NP1/PP1PPP1P/R1BQKB1R b KQkq - 1 4 | f8g7
rnbqk1nr/ppp1ppbp/6p1/8/2p5/N4NP1/PP1PPP1P/R1BQKB1R w KQkq - 2 5 | a3c4
rnbqk1nr/ppp1ppbp/6p1/8/2N5/5NP1/PP1PPP1P/R1BQKB1R b KQkq - 0 5 | b8c6
r1bqk1nr/ppp1ppbp/2n3p1/8/2N5/5NP1/PP1PPP1P/R1BQKB1R w KQkq - 1 6 | d2d3 f1g2
r1bqk1nr/ppp1ppbp/2n3p1/8/2N5/3P1NP1/PP2PP1P/R1BQKB1R b KQkq - 0 6 | e7e5
r1bqk1nr/ppp2pbp/2n3p1/4p3/2N5/3P1NP1/PP2PP1P/R1BQKB1R w KQkq - 0 7 | c1d2
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N5/PPPPNPPP/R1BQKB1R b KQkq - 3 3 | g7g6
r1bqkbnr/pp1ppp1p/2n3p1/2p5/4P3/2N5/PPPPNPPP/R1BQKB1R w KQkq - 0 4 | d2d4
r1bqkbnr/pp1ppp1p/2n3p1/2p5/3PP3/2N5/PPP1NPPP/R1BQKB1R b KQkq - 0 4 | c5d4
r1bqkbnr/pp1ppp1p/2n3p1/8/3pP3/2N5/PPP1NPPP/R1BQKB1R w KQkq - 0 5 | e2d4
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 2 5 | h7h6 d7d6 a7a6
r1bqk2r/pppp1pp1/2n2n1p/2b1p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 0 6 | h2h3
r1bqk2r/pppp1pp1/2n2n1p/2b1p3/2B1P3/2NP1N1P/PPP2PP1/R1BQK2R b KQkq - 0 6 | a7a6
r1bqk2r/1ppp1pp1/p1n2n1p/2b1p3/2B1P3/2NP1N1P/PPP2PP1/R1BQK2R w KQkq - 0 7 | c3d5
rnbqk1nr/ppp1bppp/4p3/3p4/3PP3/5N2/PPPN1PPP/R1BQKB1R b KQkq - 3 4 | g8f6
rnbqk2r/ppp1bppp/4pn2/3p4/3PP3/5N2/PPPN1PPP/R1BQKB1R w KQkq - 4 5 | f1d3 e4e5
rnbqk2r/ppp1bppp/4pn2/3p4/3PP3/3B1N2/PPPN1PPP/R1BQK2R b KQkq - 5 5 | c7c5
rnbqk2r/pp2bppp/4pn2/2pp4/3PP3/3B1N2/PPPN1PPP/R1BQK2R w KQkq - 0 6 | e4e5
rnbqk2r/pp2bppp/4pn2/2ppP3/3P4/3B1N2/PPPN1PPP/R1BQK2R b KQkq - 0 6 | f6d7
rnbqk2r/pp1nbppp/4p3/2ppP3/3P4/3B1N2/PPPN1PPP/R1BQK2R w KQkq - 1 7 | c2c3
r1bqkb1r/pp1p1ppp/2n1pn2/2p5/3P1B2/2P2N2/PP2PPPP/RN1QKB1R w KQkq - 1 5 | e2e3
r1bqkb1r/pp1p1ppp/2n1pn2/2p5/3P1B2/2P1PN2/PP3PPP/RN1QKB1R b KQkq - 0 5 | d7d5 b7b6
r1bqkb1r/pp3ppp/2n1pn2/2pp4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R w KQkq - 0 6 | h2h3 b1d2
r1bqkb1r/pp3ppp/2n1pn2/2pp4/3P1B2/2P1PN1P/PP3PP1/RN1QKB1R b KQkq - 0 6 | f8d6
r1bqk2r/pp3ppp/2nbpn2/2pp4/3P1B2/2P1PN1P/PP3PP1/RN1QKB1R w KQkq - 1 7 | f4d6
r1bqkb1r/pp1p1ppp/2n2n2/2p5/2PPp3/2N1P3/PP1N1PPP/R1BQKB1R b KQkq - 1 6 | c5d4
r1bqkb1r/pp1p1ppp/2n2n2/8/2Ppp3/2N1P3/PP1N1PPP/R1BQKB1R w KQkq - 0 7 | e3d4
rnbqkb1r/ppp1pp1p/3p1np1/6B1/3PP3/2N5/PPP2PPP/R2QKBNR b KQkq - 1 4 | f8g7
rnbqk2r/ppp1ppbp/3p1np1/6B1/3PP3/2N5/PPP2PPP/R2QKBNR w KQkq - 2 5 | d1d2
rnbqk2r/ppp1ppbp/3p1np1/6B1/3PP3/2N5/PPPQ1PPP/R3KBNR b KQkq - 3 5 | h7h6
rnbqk2r/ppp1ppb1/3p1npp/6B1/3PP3/2N5/PPPQ1PPP/R3KBNR w KQkq - 0 6 | g5h4
rnbqk2r/ppp1ppb1/3p1npp/8/3PP2B/2N5/PPPQ1PPP/R3KBNR b KQkq - 1 6 | b8d7
r1bqk2r/pppnppb1/3p1npp/8/3PP2B/2N5/PPPQ1PPP/R3KBNR w KQkq - 2 7 | e1c1
rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N2N1P/PP3PP1/R1BQKB1R b KQ - 0 6 | e7e5 c7c5 b8a6 b8c6
rnbq1rk1/ppp2pbp/3p1np1/4p3/2PPP3/2N2N1P/PP3PP1/R1BQKB1R w KQ - 0 7 | d4d5 d4e5
rnbqkb1r/pppppp1p/5np1/8/2P5/1P3N2/P2PPPPP/RNBQKB1R b KQkq - 0 3 | f8g7
rnbqk2r/ppppppbp/5np1/8/2P5/1P3N2/P2PPPPP/RNBQKB1R w KQkq - 1 4 | c1b2
rnbqk2r/ppppppbp/5np1/8/2P5/1P3N2/PB1PPPPP/RN1QKB1R b KQkq - 2 4 | e8g8
rnbq1rk1/ppppppbp/5np1/8/2P5/1P3N2/PB1PPPPP/RN1QKB1R w KQ - 3 5 | g2g3
rnbq1rk1/ppppppbp/5np1/8/2P5/1P3NP1/PB1PPP1P/RN1QKB1R b KQ - 0 5 | b7b6 d7d6
rnbq1rk1/p1ppppbp/1p3np1/8/2P5/1P3NP1/PB1PPP1P/RN1QKB1R w KQ - 0 6 | f1g2
rnbq1rk1/p1ppppbp/1p3np1/8/2P5/1P3NP1/PB1PPPBP/RN1QK2R b KQ - 1 6 | c8b7
rn1q1rk1/pbppppbp/1p3np1/8/2P5/1P3NP1/PB1PPPBP/RN1QK2R w KQ - 2 7 | e1g1
rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2 | e7e6 g7g6 d7d5
rnbqkb1r/pp1ppppp/5n2/2p5/2P5/6P1/PP1PPP1P/RNBQKBNR w KQkq - 0 3 | f1g2
rnbqkb1r/pp1ppppp/5n2/2p5/2P5/6P1/PP1PPPBP/RNBQK1NR b KQkq - 1 3 | b8c6
r1bqkb1r/pp1ppppp/2n2n2/2p5/2P5/6P1/PP1PPPBP/RNBQK1NR w KQkq - 2 4 | b1c3
r1bqkb1r/pp1ppppp/2n2n2/2p5/2P5/2N3P1/PP1PPPBP/R1BQK1NR b KQkq - 3 4 | g7g6
r1bqkb1r/pp1ppp1p/2n2np1/2p5/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 0 5 | g1f3
r1bqk2r/pp1pppbp/2n2np1/2p5/2PP4/2N2NP1/PP2PPBP/R1BQK2R b KQkq - 0 6 | c5d4
r1bqk2r/pp1pppbp/2n2np1/8/2Pp4/2N2NP1/PP2PPBP/R1BQK2R w KQkq - 0 7 | f3d4
